code,name,definition,source,has_definition,num_synonyms
G37.2,Central pontine myelinolysis,"Central pontine myelinolysis. A demyelinating condition affecting the PONS and characterized clinically by an acute progressive QUADRIPLEGIA; DYSARTHRIA; DYSPHAGIA; and alterations of consciousness. Pathologic features include prominent demyelination in the central PONS with sparing of axons and neurons. This condition is usually associated with systemic disorders such as HYPONATREMIA; chronic ALCOHOLISM; LIVER FAILURE; severe BURNS; malignant NEOPLASMS; hemorrhagic PANCREATITIS; HEMODIALYSIS; and SEPSIS. The rapid medical correction of hyponatremia has been cited as a cause of this condition. (From Adams et al., Principles of Neurology, 6th ed, pp1125-6)",MSH,True,4
G37.3,Acute transverse myelitis in demyelinating disease of central nervous system,"Acute transverse myelitis NOS; Acute transverse myelitis in demyelinating disease of central nervous system; Acute transverse myelitis in demyelinating disease of cnsl; Acute transverse myelopathy. A neurologic disorder that is caused by inflammation across both sides of one level, or segment, of the spinal cord. (from NINDS)",NCI,True,6
G37.4,Subacute necrotizing myelitis,Subacute necrotizing myelitis; Subacute necrotising myelitis; Subacute necrotizing myelitis of central nervous system. Evidence of subacute necrotizing myelitis of central nervous system.,NCI,True,4
G37.5,Concentric sclerosis [Baló],"Concentric sclerosis [Balo]; Concentric sclerosis [Balo] of central nervous system. A rare, rapidly progressive variant of multiple sclerosis. Characteristic findings of alternating bands of demyelinated and myelinated white matter in concentric layers may be seen throughout the central nervous system.",NCI,True,4
G37.8,Other specified demyelinating diseases of central nervous system,Other specified demyelinating diseases of central nervous system; Oth demyelinating diseases of central nervous system,ICD10_XML,False,4
G37.9,"Demyelinating disease of central nervous system, unspecified","Demyelinating disease of central nervous system, unspecified; Clinically isolated syndromes. Any condition in which there is degeneration of the myelin sheath that covers the nerves of the central nervous system.",NCI,True,5
G40,Epilepsy,"Epilepsy; Epilepsy and recurrent seizures. A disorder characterized by recurrent episodes of paroxysmal brain dysfunction due to a sudden, disorderly, and excessive neuronal discharge. Epilepsy classification systems are generally based upon: (1) clinical features of the seizure episodes (e.g., motor seizure), (2) etiology (e.g., post-traumatic), (3) anatomic site of seizure origin (e.g., frontal lobe seizure), (4) tendency to spread to other structures in the brain, and (5) temporal patterns (e.g., nocturnal epilepsy). (From Adams et al., Principles of Neurology, 6th ed, p313)",MSH,True,4
G40.0,Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset; Localisation-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localised onset; Local-rel (focal) idio epilepsy w seizures of loc onset; Childhood epilepsy with occipital EEG paroxysms; Benign childhood epilepsy with centrotemporal EEG spikes,ICD10_XML,False,6
G40.1,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,"Epilepsia partialis continua [Kozhevnikof]; Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures; Localisation-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures; Local-rel (focal) symptc epilepsy w simple partial seizures; Attacks without alteration of consciousness. A variant of EPILEPSY characterized by continuous focal jerking of a body part over a period of hours, days, or even years without spreading to other body regions. Contractions may be aggravated by movement and are reduced, but not abolished during sleep. ELECTROENCEPHALOGRAPHY demonstrates epileptiform (spike and wave) discharges over the hemisphere opposite to the affected limb in most instances. The repetitive movements may originate from the CEREBRAL CORTEX or from subcortical structures (e.g., BRAIN STEM; BASAL GANGLIA). This condition is associated with Russian Spring and Summer encephalitis (see ENCEPHALITIS, TICK BORNE); Rasmussen syndrome (see ENCEPHALITIS); MULTIPLE SCLEROSIS; DIABETES MELLITUS; BRAIN NEOPLASMS; and CEREBROVASCULAR DISORDERS. (From Brain, 1996 April;119(pt2):393-407; Epilepsia 1993;34;Suppl 1:S29-S36; and Adams et al., Principles of Neurology, 6th ed, p319)",MSH,True,7
G40.2,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures; Localisation-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures; Local-rel (focal) symptc epilepsy w complex partial seizures; Attacks with alteration of consciousness, often with automatisms; Complex partial seizures developing into secondarily generalized seizures",ICD10_XML,False,6
G40.3,Generalized idiopathic epilepsy and epileptic syndromes,"Generalized idiopathic epilepsy and epileptic syndromes; Generalised idiopathic epilepsy and epileptic syndromes. A distinct sub-group of genetic generalized epilepsy that includes only four epilepsy syndromes: childhood absence epilepsy, juvenile absence epilepsy, juvenile myoclonic epilepsy, and epilepsy with generalized tonic-clonic seizures alone.",SNOMEDCT_US,True,4
G40.4,Other generalized epilepsy and epileptic syndromes,Symptomatic early myoclonic encephalopathy; Epilepsy with grand mal seizures on awakening; Epilepsy with myoclonic-astatic seizures; Epilepsy with myoclonic absences; Other generalized epilepsy and epileptic syndromes. A neurologic disorder characterized by frequently recurring myoclonic seizures and other seizure types presenting within the first months of life.,NCI,True,14
G40.5,Special epileptic syndromes,Special epileptic syndromes; Epileptic seizures related to alcohol; Epileptic seizures related to drugs; Epileptic seizures related to hormonal changes; Epileptic seizures related to sleep deprivation,ICD10_XML,False,9
G40.6,"Grand mal seizures, unspecified (with or without petit mal)","Grand mal seizures, unspecified (with or without petit mal). A generalized seizure that is characterized by a loss of consciousness and violent muscle contractions. This type of seizure may be preceded by an aura and is frequently followed by a period of confusion and lethargy (post-ictal state).",NCI,True,2
G40.7,"Petit mal, unspecified, without grand mal seizures","Petit mal, unspecified, without grand mal seizures. A seizure disorder usually occurring in childhood characterized by rhythmic electrical brain discharges of generalized onset. Clinical features include a sudden cessation of ongoing activity usually without loss of postural tone. Rhythmic blinking of the eyelids or lip smacking frequently accompanies the SEIZURES. The usual duration is 5-10 seconds, and multiple episodes may occur daily. Juvenile absence epilepsy is characterized by the juvenile onset of absence seizures and an increased incidence of myoclonus and tonic-clonic seizures. (Menkes, Textbook of Child Neurology, 5th ed, p736)",MSH,True,2
G40.8,Other epilepsy,"Landau-Kleffner syndrome; Other epilepsy; Epilepsies and epileptic syndromes undetermined as to whether they are focal or generalized; Other epilepsy and recurrent seizures. A syndrome characterized by the onset of isolated language dysfunction in otherwise normal children (age of onset 4-7 years) and epileptiform discharges on ELECTROENCEPHALOGRAPHY. Seizures, including atypical absence (EPILEPSY, ABSENCE), complex partial (EPILEPSY, COMPLEX PARTIAL), and other types may occur. The electroencephalographic abnormalities and seizures tend to resolve by puberty. The language disorder may also resolve although some individuals are left with severe language dysfunction, including APHASIA and auditory AGNOSIA. (From Menkes, Textbook of Child Neurology, 5th ed, pp749-50; J Child Neurol 1997 Nov;12(8):489-495).",MSH,True,6
G40.9,"Epilepsy, unspecified","Epilepsy, unspecified. A disorder characterized by recurrent episodes of paroxysmal brain dysfunction due to a sudden, disorderly, and excessive neuronal discharge. Epilepsy classification systems are generally based upon: (1) clinical features of the seizure episodes (e.g., motor seizure), (2) etiology (e.g., post-traumatic), (3) anatomic site of seizure origin (e.g., frontal lobe seizure), (4) tendency to spread to other structures in the brain, and (5) temporal patterns (e.g., nocturnal epilepsy). (From Adams et al., Principles of Neurology, 6th ed, p313)",MSH,True,4
G41,Status epilepticus,"Status epilepticus. A prolonged seizure or seizures repeated frequently enough to prevent recovery between episodes occurring over a period of 20-30 minutes. The most common subtype is generalized tonic-clonic status epilepticus, a potentially fatal condition associated with neuronal injury and respiratory and metabolic dysfunction. Nonconvulsive forms include petit mal status and complex partial status, which may manifest as behavioral disturbances. Simple partial status epilepticus consists of persistent motor, sensory, or autonomic seizures that do not impair cognition (see also EPILEPSIA PARTIALIS CONTINUA). Subclinical status epilepticus generally refers to seizures occurring in an unresponsive or comatose individual in the absence of overt signs of seizure activity. (From N Engl J Med 1998 Apr 2;338(14):970-6; Neurologia 1997 Dec;12 Suppl 6:25-30)",MSH,True,2
G41.0,Grand mal status epilepticus,Grand mal status epilepticus,ICD10_XML,False,2
G41.1,Petit mal status epilepticus,"Petit mal status epilepticus. Generalized non-convulsive status epilepticus without coma is a type of status epilepticus without prominent motor signs, which is electrographically generalized. It is a prolonged absence seizure. [PMID:26336950]",HPO,True,2
G41.2,Complex partial status epilepticus,Complex partial status epilepticus,ICD10_XML,False,2
G41.8,Other status epilepticus,Other status epilepticus,ICD10_XML,False,2
G41.9,"Status epilepticus, unspecified","Status epilepticus, unspecified. A prolonged seizure or seizures repeated frequently enough to prevent recovery between episodes occurring over a period of 20-30 minutes. The most common subtype is generalized tonic-clonic status epilepticus, a potentially fatal condition associated with neuronal injury and respiratory and metabolic dysfunction. Nonconvulsive forms include petit mal status and complex partial status, which may manifest as behavioral disturbances. Simple partial status epilepticus consists of persistent motor, sensory, or autonomic seizures that do not impair cognition (see also EPILEPSIA PARTIALIS CONTINUA). Subclinical status epilepticus generally refers to seizures occurring in an unresponsive or comatose individual in the absence of overt signs of seizure activity. (From N Engl J Med 1998 Apr 2;338(14):970-6; Neurologia 1997 Dec;12 Suppl 6:25-30)",MSH,True,2
G43,Migraine,"Migraine. A class of disabling primary headache disorders, characterized by recurrent unilateral pulsatile headaches. The two major subtypes are common migraine (without aura) and classic migraine (with aura or neurological symptoms). (International Classification of Headache Disorders, 2nd ed. Cephalalgia 2004: suppl 1)",MSH,True,4
